node_key,node_type,source,node_id,name
effect/phenotype|HPO|20144,effect/phenotype,HPO,20144,Calcium phosphate crystalluria
effect/phenotype|HPO|20145,effect/phenotype,HPO,20145,Calcium oxalate crystalluria
effect/phenotype|HPO|20146,effect/phenotype,HPO,20146,Calcium carbonate crystalluria
effect/phenotype|HPO|20147,effect/phenotype,HPO,20147,2-Methylbutyryl glycinuria
effect/phenotype|HPO|20148,effect/phenotype,HPO,20148,Increased circulating mead acid level
effect/phenotype|HPO|20149,effect/phenotype,HPO,20149,Elevated circulating succinate
effect/phenotype|HPO|2015,effect/phenotype,HPO,2015,Dysphagia
effect/phenotype|HPO|20150,effect/phenotype,HPO,20150,Elevated urinary uromodulin
effect/phenotype|HPO|20151,effect/phenotype,HPO,20151,Anti-dsDNA antibody positivity
effect/phenotype|HPO|20152,effect/phenotype,HPO,20152,Distal joint laxity
effect/phenotype|HPO|20153,effect/phenotype,HPO,20153,"Positive blood 1,3 beta glucan test"
effect/phenotype|HPO|20154,effect/phenotype,HPO,20154,Nevus comedonicus
effect/phenotype|HPO|20155,effect/phenotype,HPO,20155,Abnormal oocyte morphology
effect/phenotype|HPO|20156,effect/phenotype,HPO,20156,Abnormal zona pellucida morphology
effect/phenotype|HPO|20157,effect/phenotype,HPO,20157,Thin zona pellucida
effect/phenotype|HPO|20158,effect/phenotype,HPO,20158,Increased circulating adrenic acid concentration
effect/phenotype|HPO|20159,effect/phenotype,HPO,20159,Reduced response to gonadotropin-releasing hormone stimulation test
effect/phenotype|HPO|20160,effect/phenotype,HPO,20160,GM1-ganglioside accumulation
effect/phenotype|HPO|20161,effect/phenotype,HPO,20161,Branch retinal artery occlusion
effect/phenotype|HPO|20163,effect/phenotype,HPO,20163,Cilioretinal artery occlusion
effect/phenotype|HPO|20164,effect/phenotype,HPO,20164,Ophthalmic artery occlusion
effect/phenotype|HPO|20165,effect/phenotype,HPO,20165,Branch retinal vein occlusion
effect/phenotype|HPO|20166,effect/phenotype,HPO,20166,Central retinal vein occlusion
effect/phenotype|HPO|20167,effect/phenotype,HPO,20167,Hemiretinal vein occlusion
effect/phenotype|HPO|20169,effect/phenotype,HPO,20169,Abnormal drug response
effect/phenotype|HPO|2017,effect/phenotype,HPO,2017,Nausea and vomiting
effect/phenotype|HPO|20170,effect/phenotype,HPO,20170,Increased blood drug concentration
effect/phenotype|HPO|20171,effect/phenotype,HPO,20171,Decreased blood drug concentration
effect/phenotype|HPO|20172,effect/phenotype,HPO,20172,Adverse drug response
effect/phenotype|HPO|20173,effect/phenotype,HPO,20173,Reduced drug efficacy
effect/phenotype|HPO|20174,effect/phenotype,HPO,20174,Refractory drug response
effect/phenotype|HPO|20175,effect/phenotype,HPO,20175,Reduced cholinesterase level
effect/phenotype|HPO|20176,effect/phenotype,HPO,20176,Cholesterol crystalluria
effect/phenotype|HPO|20177,effect/phenotype,HPO,20177,"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells"
effect/phenotype|HPO|20178,effect/phenotype,HPO,20178,Abnormal dendritic cell count
effect/phenotype|HPO|20179,effect/phenotype,HPO,20179,Abnormal haptoglobin level
effect/phenotype|HPO|2018,effect/phenotype,HPO,2018,Nausea
effect/phenotype|HPO|20180,effect/phenotype,HPO,20180,Elevated haptoglobin level
effect/phenotype|HPO|20181,effect/phenotype,HPO,20181,Reduced haptoglobin level
effect/phenotype|HPO|20182,effect/phenotype,HPO,20182,Abnormal A-type atrial natriuretic peptide level
effect/phenotype|HPO|20183,effect/phenotype,HPO,20183,Increased circulating A-type natriuretic peptide level
effect/phenotype|HPO|20184,effect/phenotype,HPO,20184,Decreased circulating A-type natriuretic peptide level
effect/phenotype|HPO|20185,effect/phenotype,HPO,20185,Superior cerebellar dysplasia
effect/phenotype|HPO|20186,effect/phenotype,HPO,20186,Multilobulated spleen
effect/phenotype|HPO|20187,effect/phenotype,HPO,20187,Thick pachygyria
effect/phenotype|HPO|20188,effect/phenotype,HPO,20188,Anterior predominant pachygyria with 5-10 mm cortical thickness
effect/phenotype|HPO|20189,effect/phenotype,HPO,20189,Posterior predominant thick cortex pachygyria
effect/phenotype|HPO|20190,effect/phenotype,HPO,20190,Perisylvian predominant thick cortex pachygyria
effect/phenotype|HPO|20191,effect/phenotype,HPO,20191,Anterior predominant thick cortex pachygyria
effect/phenotype|HPO|20192,effect/phenotype,HPO,20192,Pachygyria with 5-10 mm cortical thickness
effect/phenotype|HPO|20193,effect/phenotype,HPO,20193,Prolonged reptilase time
effect/phenotype|HPO|20194,effect/phenotype,HPO,20194,IgA heavy chain paraproteinemia
effect/phenotype|HPO|20195,effect/phenotype,HPO,20195,IgG heavy chain paraproteinemia
effect/phenotype|HPO|20196,effect/phenotype,HPO,20196,IgM heavy chain paraproteinemia
effect/phenotype|HPO|20197,effect/phenotype,HPO,20197,Increased circulating arachidonic acid concentration
effect/phenotype|HPO|20198,effect/phenotype,HPO,20198,Abnormal circulating 18-hydroxycorticosterone level
effect/phenotype|HPO|20199,effect/phenotype,HPO,20199,Decreased circulating 18-hydroxycortisone level
effect/phenotype|HPO|202,effect/phenotype,HPO,202,Oral cleft
effect/phenotype|HPO|2020,effect/phenotype,HPO,2020,Gastroesophageal reflux
effect/phenotype|HPO|20200,effect/phenotype,HPO,20200,Increased circulating 18-hydroxycortisone level
effect/phenotype|HPO|20201,effect/phenotype,HPO,20201,Abnormal sarcomere morphology
effect/phenotype|HPO|20202,effect/phenotype,HPO,20202,Abnormal Z disc morphology
effect/phenotype|HPO|20203,effect/phenotype,HPO,20203,Z-band streaming
effect/phenotype|HPO|20204,effect/phenotype,HPO,20204,Tubulointerstitial bacterial infiltration
effect/phenotype|HPO|20205,effect/phenotype,HPO,20205,Tubulointerstitial fungal infiltration
effect/phenotype|HPO|20206,effect/phenotype,HPO,20206,Simple ear
effect/phenotype|HPO|20207,effect/phenotype,HPO,20207,Reflex seizure
effect/phenotype|HPO|20208,effect/phenotype,HPO,20208,Eating-induced seizure
effect/phenotype|HPO|20209,effect/phenotype,HPO,20209,Hot water-induced seizure
effect/phenotype|HPO|20210,effect/phenotype,HPO,20210,Praxis-induced seizure
effect/phenotype|HPO|20211,effect/phenotype,HPO,20211,Proprioceptive-induced seizure
effect/phenotype|HPO|20212,effect/phenotype,HPO,20212,Reading-induced seizure
effect/phenotype|HPO|20213,effect/phenotype,HPO,20213,Somatosensory-induced seizure
effect/phenotype|HPO|20214,effect/phenotype,HPO,20214,Startle-induced seizure
effect/phenotype|HPO|20215,effect/phenotype,HPO,20215,Thinking-induced seizure
effect/phenotype|HPO|20216,effect/phenotype,HPO,20216,Visually-induced seizure
effect/phenotype|HPO|20217,effect/phenotype,HPO,20217,Focal aware motor seizure
effect/phenotype|HPO|20218,effect/phenotype,HPO,20218,Focal aware atonic seizure
effect/phenotype|HPO|20219,effect/phenotype,HPO,20219,Motor seizure
effect/phenotype|HPO|20220,effect/phenotype,HPO,20220,Focal atonic seizure
effect/phenotype|HPO|20221,effect/phenotype,HPO,20221,Clonic seizure
effect/phenotype|HPO|2023,effect/phenotype,HPO,2023,Anal atresia
effect/phenotype|HPO|2024,effect/phenotype,HPO,2024,Malabsorption
effect/phenotype|HPO|2025,effect/phenotype,HPO,2025,Anal stenosis
effect/phenotype|HPO|2027,effect/phenotype,HPO,2027,Abdominal pain
effect/phenotype|HPO|2028,effect/phenotype,HPO,2028,Chronic diarrhea
effect/phenotype|HPO|2031,effect/phenotype,HPO,2031,Abnormal esophagus morphology
effect/phenotype|HPO|2033,effect/phenotype,HPO,2033,Poor suck
effect/phenotype|HPO|2034,effect/phenotype,HPO,2034,Abnormal rectum morphology
effect/phenotype|HPO|2037,effect/phenotype,HPO,2037,Inflammation of the large intestine
effect/phenotype|HPO|2038,effect/phenotype,HPO,2038,Protein avoidance
effect/phenotype|HPO|2039,effect/phenotype,HPO,2039,Anorexia
effect/phenotype|HPO|204,effect/phenotype,HPO,204,Cleft upper lip
effect/phenotype|HPO|2040,effect/phenotype,HPO,2040,Esophageal varix
effect/phenotype|HPO|2041,effect/phenotype,HPO,2041,Intractable diarrhea
effect/phenotype|HPO|2043,effect/phenotype,HPO,2043,Esophageal stricture
effect/phenotype|HPO|2045,effect/phenotype,HPO,2045,Hypothermia
effect/phenotype|HPO|2046,effect/phenotype,HPO,2046,Heat intolerance
effect/phenotype|HPO|2048,effect/phenotype,HPO,2048,Renal cortical atrophy
effect/phenotype|HPO|2049,effect/phenotype,HPO,2049,Proximal renal tubular acidosis
effect/phenotype|HPO|205,effect/phenotype,HPO,205,Pursed lips
effect/phenotype|HPO|2050,effect/phenotype,HPO,2050,"Macroorchidism, postpubertal"
effect/phenotype|HPO|2054,effect/phenotype,HPO,2054,Heavy supraorbital ridges
effect/phenotype|HPO|2055,effect/phenotype,HPO,2055,Curved linear dimple below the lower lip
effect/phenotype|HPO|2056,effect/phenotype,HPO,2056,Abnormality of the glabella
effect/phenotype|HPO|2057,effect/phenotype,HPO,2057,Prominent glabella
effect/phenotype|HPO|2058,effect/phenotype,HPO,2058,Myopathic facies
effect/phenotype|HPO|2059,effect/phenotype,HPO,2059,Cerebral atrophy
effect/phenotype|HPO|206,effect/phenotype,HPO,206,Glossitis
effect/phenotype|HPO|2060,effect/phenotype,HPO,2060,Abnormal cerebral morphology
effect/phenotype|HPO|2061,effect/phenotype,HPO,2061,Lower limb spasticity
effect/phenotype|HPO|2062,effect/phenotype,HPO,2062,Morphological abnormality of the pyramidal tract
effect/phenotype|HPO|2063,effect/phenotype,HPO,2063,Rigidity
effect/phenotype|HPO|2064,effect/phenotype,HPO,2064,Spastic gait
effect/phenotype|HPO|2066,effect/phenotype,HPO,2066,Gait ataxia
effect/phenotype|HPO|2067,effect/phenotype,HPO,2067,Bradykinesia
effect/phenotype|HPO|2068,effect/phenotype,HPO,2068,Neuromuscular dysphagia
effect/phenotype|HPO|2069,effect/phenotype,HPO,2069,Bilateral tonic-clonic seizure
effect/phenotype|HPO|207,effect/phenotype,HPO,207,Triangular mouth
effect/phenotype|HPO|2070,effect/phenotype,HPO,2070,Limb ataxia
effect/phenotype|HPO|2071,effect/phenotype,HPO,2071,Abnormality of extrapyramidal motor function
effect/phenotype|HPO|2073,effect/phenotype,HPO,2073,Progressive cerebellar ataxia
effect/phenotype|HPO|2074,effect/phenotype,HPO,2074,Increased neuronal autofluorescent lipopigment
effect/phenotype|HPO|2075,effect/phenotype,HPO,2075,Dysdiadochokinesis
effect/phenotype|HPO|2076,effect/phenotype,HPO,2076,Migraine
effect/phenotype|HPO|2078,effect/phenotype,HPO,2078,Truncal ataxia
effect/phenotype|HPO|2079,effect/phenotype,HPO,2079,Hypoplasia of the corpus callosum
effect/phenotype|HPO|2080,effect/phenotype,HPO,2080,Intention tremor
effect/phenotype|HPO|2084,effect/phenotype,HPO,2084,Encephalocele
effect/phenotype|HPO|2085,effect/phenotype,HPO,2085,Occipital encephalocele
effect/phenotype|HPO|2086,effect/phenotype,HPO,2086,Abnormality of the respiratory system
effect/phenotype|HPO|2087,effect/phenotype,HPO,2087,Abnormality of the upper respiratory tract
effect/phenotype|HPO|2088,effect/phenotype,HPO,2088,Abnormal lung morphology
effect/phenotype|HPO|2089,effect/phenotype,HPO,2089,Pulmonary hypoplasia
effect/phenotype|HPO|2090,effect/phenotype,HPO,2090,Pneumonia
effect/phenotype|HPO|2091,effect/phenotype,HPO,2091,Restrictive ventilatory defect
effect/phenotype|HPO|2092,effect/phenotype,HPO,2092,Pulmonary arterial hypertension
effect/phenotype|HPO|2093,effect/phenotype,HPO,2093,Respiratory insufficiency
effect/phenotype|HPO|2094,effect/phenotype,HPO,2094,Dyspnea
effect/phenotype|HPO|2097,effect/phenotype,HPO,2097,Emphysema
effect/phenotype|HPO|2098,effect/phenotype,HPO,2098,Respiratory distress
effect/phenotype|HPO|21,effect/phenotype,HPO,21,Megacystis
effect/phenotype|HPO|2100,effect/phenotype,HPO,2100,Recurrent aspiration pneumonia
effect/phenotype|HPO|2101,effect/phenotype,HPO,2101,Abnormal lung lobation
effect/phenotype|HPO|2102,effect/phenotype,HPO,2102,Pleuritis
effect/phenotype|HPO|2103,effect/phenotype,HPO,2103,Abnormal pleura morphology
effect/phenotype|HPO|2104,effect/phenotype,HPO,2104,Apnea
effect/phenotype|HPO|2105,effect/phenotype,HPO,2105,Hemoptysis
effect/phenotype|HPO|2108,effect/phenotype,HPO,2108,Spontaneous pneumothorax
effect/phenotype|HPO|211,effect/phenotype,HPO,211,Trismus
effect/phenotype|HPO|2110,effect/phenotype,HPO,2110,Bronchiectasis
effect/phenotype|HPO|2113,effect/phenotype,HPO,2113,Pulmonary infiltrates
effect/phenotype|HPO|2118,effect/phenotype,HPO,2118,Abnormality of the cerebral ventricles
effect/phenotype|HPO|2119,effect/phenotype,HPO,2119,Ventriculomegaly
effect/phenotype|HPO|212,effect/phenotype,HPO,212,Gingival overgrowth
effect/phenotype|HPO|2120,effect/phenotype,HPO,2120,Cerebral cortical atrophy
effect/phenotype|HPO|2121,effect/phenotype,HPO,2121,Generalized non-motor (absence) seizure
effect/phenotype|HPO|2123,effect/phenotype,HPO,2123,Generalized myoclonic seizure
effect/phenotype|HPO|2126,effect/phenotype,HPO,2126,Polymicrogyria
effect/phenotype|HPO|2127,effect/phenotype,HPO,2127,Abnormal upper motor neuron morphology
effect/phenotype|HPO|2131,effect/phenotype,HPO,2131,Episodic ataxia
effect/phenotype|HPO|2133,effect/phenotype,HPO,2133,Status epilepticus
effect/phenotype|HPO|2134,effect/phenotype,HPO,2134,Abnormality of the basal ganglia
effect/phenotype|HPO|2136,effect/phenotype,HPO,2136,Broad-based gait
effect/phenotype|HPO|2139,effect/phenotype,HPO,2139,Arrhinencephaly
effect/phenotype|HPO|214,effect/phenotype,HPO,214,Lip telangiectasia
effect/phenotype|HPO|2140,effect/phenotype,HPO,2140,Ischemic stroke
effect/phenotype|HPO|2141,effect/phenotype,HPO,2141,Gait imbalance
effect/phenotype|HPO|2143,effect/phenotype,HPO,2143,Abnormality of the spinal cord
effect/phenotype|HPO|2144,effect/phenotype,HPO,2144,Tethered cord
effect/phenotype|HPO|2145,effect/phenotype,HPO,2145,Frontotemporal dementia
effect/phenotype|HPO|2149,effect/phenotype,HPO,2149,Hyperuricemia
effect/phenotype|HPO|215,effect/phenotype,HPO,215,Thick upper lip vermilion
effect/phenotype|HPO|2150,effect/phenotype,HPO,2150,Hypercalciuria
effect/phenotype|HPO|2151,effect/phenotype,HPO,2151,Increased serum lactate
effect/phenotype|HPO|2152,effect/phenotype,HPO,2152,Hyperproteinemia
effect/phenotype|HPO|2153,effect/phenotype,HPO,2153,Hyperkalemia
effect/phenotype|HPO|2154,effect/phenotype,HPO,2154,Hyperglycinemia
effect/phenotype|HPO|2157,effect/phenotype,HPO,2157,Azotemia
effect/phenotype|HPO|2159,effect/phenotype,HPO,2159,Heparan sulfate excretion in urine
effect/phenotype|HPO|216,effect/phenotype,HPO,216,Broad secondary alveolar ridge
effect/phenotype|HPO|2160,effect/phenotype,HPO,2160,Hyperhomocystinemia
effect/phenotype|HPO|2162,effect/phenotype,HPO,2162,Low posterior hairline
effect/phenotype|HPO|2164,effect/phenotype,HPO,2164,Nail dysplasia
effect/phenotype|HPO|2165,effect/phenotype,HPO,2165,Pterygium of nails
effect/phenotype|HPO|2166,effect/phenotype,HPO,2166,Impaired vibration sensation in the lower limbs
effect/phenotype|HPO|2167,effect/phenotype,HPO,2167,Neurological speech impairment
effect/phenotype|HPO|2168,effect/phenotype,HPO,2168,Scanning speech
effect/phenotype|HPO|2169,effect/phenotype,HPO,2169,Clonus
effect/phenotype|HPO|217,effect/phenotype,HPO,217,Xerostomia
effect/phenotype|HPO|2170,effect/phenotype,HPO,2170,Intracranial hemorrhage
effect/phenotype|HPO|2171,effect/phenotype,HPO,2171,Gliosis
effect/phenotype|HPO|2172,effect/phenotype,HPO,2172,Postural instability
effect/phenotype|HPO|2173,effect/phenotype,HPO,2173,Hypoglycemic seizures
effect/phenotype|HPO|2174,effect/phenotype,HPO,2174,Postural tremor
effect/phenotype|HPO|2176,effect/phenotype,HPO,2176,Spinal cord compression
effect/phenotype|HPO|2179,effect/phenotype,HPO,2179,Opisthotonus
effect/phenotype|HPO|218,effect/phenotype,HPO,218,High palate
effect/phenotype|HPO|2180,effect/phenotype,HPO,2180,Neurodegeneration
effect/phenotype|HPO|2181,effect/phenotype,HPO,2181,Cerebral edema
effect/phenotype|HPO|2183,effect/phenotype,HPO,2183,Phonophobia
effect/phenotype|HPO|2185,effect/phenotype,HPO,2185,Neurofibrillary tangles
effect/phenotype|HPO|2186,effect/phenotype,HPO,2186,Apraxia
effect/phenotype|HPO|2187,effect/phenotype,HPO,2187,"Intellectual disability, profound"
effect/phenotype|HPO|2188,effect/phenotype,HPO,2188,Delayed CNS myelination
effect/phenotype|HPO|219,effect/phenotype,HPO,219,Thin upper lip vermilion
effect/phenotype|HPO|2190,effect/phenotype,HPO,2190,Choroid plexus cyst
effect/phenotype|HPO|2191,effect/phenotype,HPO,2191,Progressive spasticity
effect/phenotype|HPO|2193,effect/phenotype,HPO,2193,Pseudobulbar behavioral symptoms
effect/phenotype|HPO|2194,effect/phenotype,HPO,2194,Delayed gross motor development
effect/phenotype|HPO|2195,effect/phenotype,HPO,2195,Dysgenesis of the cerebellar vermis
effect/phenotype|HPO|2196,effect/phenotype,HPO,2196,Myelopathy
effect/phenotype|HPO|2197,effect/phenotype,HPO,2197,Generalized-onset seizure
effect/phenotype|HPO|2198,effect/phenotype,HPO,2198,Dilated fourth ventricle
effect/phenotype|HPO|2199,effect/phenotype,HPO,2199,Hypocalcemic seizures
effect/phenotype|HPO|22,effect/phenotype,HPO,22,Abnormality of male internal genitalia
effect/phenotype|HPO|220,effect/phenotype,HPO,220,Velopharyngeal insufficiency
effect/phenotype|HPO|2200,effect/phenotype,HPO,2200,Pseudobulbar signs
effect/phenotype|HPO|2202,effect/phenotype,HPO,2202,Pleural effusion
effect/phenotype|HPO|2203,effect/phenotype,HPO,2203,Respiratory paralysis
effect/phenotype|HPO|2205,effect/phenotype,HPO,2205,Recurrent respiratory infections
effect/phenotype|HPO|2206,effect/phenotype,HPO,2206,Pulmonary fibrosis
effect/phenotype|HPO|2207,effect/phenotype,HPO,2207,Diffuse reticular or finely nodular infiltrations
effect/phenotype|HPO|2208,effect/phenotype,HPO,2208,Coarse hair
effect/phenotype|HPO|2209,effect/phenotype,HPO,2209,Sparse scalp hair
effect/phenotype|HPO|221,effect/phenotype,HPO,221,Furrowed tongue
effect/phenotype|HPO|2211,effect/phenotype,HPO,2211,White forelock
effect/phenotype|HPO|2212,effect/phenotype,HPO,2212,Curly hair
effect/phenotype|HPO|2213,effect/phenotype,HPO,2213,Fine hair
effect/phenotype|HPO|2215,effect/phenotype,HPO,2215,Sparse axillary hair
effect/phenotype|HPO|2216,effect/phenotype,HPO,2216,Premature graying of hair
effect/phenotype|HPO|2217,effect/phenotype,HPO,2217,Slow-growing hair
effect/phenotype|HPO|2218,effect/phenotype,HPO,2218,Silver-gray hair
effect/phenotype|HPO|222,effect/phenotype,HPO,222,Gingival hyperkeratosis
effect/phenotype|HPO|2220,effect/phenotype,HPO,2220,Melanin pigment aggregation in hair shafts
effect/phenotype|HPO|2221,effect/phenotype,HPO,2221,Absent axillary hair
effect/phenotype|HPO|2223,effect/phenotype,HPO,2223,Absent eyebrow
effect/phenotype|HPO|2225,effect/phenotype,HPO,2225,Sparse pubic hair
effect/phenotype|HPO|2226,effect/phenotype,HPO,2226,White eyebrow
effect/phenotype|HPO|2227,effect/phenotype,HPO,2227,White eyelashes
effect/phenotype|HPO|223,effect/phenotype,HPO,223,Abnormality of taste sensation
effect/phenotype|HPO|2230,effect/phenotype,HPO,2230,Generalized hirsutism
effect/phenotype|HPO|2231,effect/phenotype,HPO,2231,Sparse body hair
effect/phenotype|HPO|2232,effect/phenotype,HPO,2232,Patchy alopecia
effect/phenotype|HPO|2234,effect/phenotype,HPO,2234,Early balding
effect/phenotype|HPO|2235,effect/phenotype,HPO,2235,Pili canaliculi
effect/phenotype|HPO|2236,effect/phenotype,HPO,2236,Frontal upsweep of hair
effect/phenotype|HPO|2239,effect/phenotype,HPO,2239,Gastrointestinal hemorrhage
effect/phenotype|HPO|224,effect/phenotype,HPO,224,Hypogeusia
effect/phenotype|HPO|2240,effect/phenotype,HPO,2240,Hepatomegaly
effect/phenotype|HPO|2242,effect/phenotype,HPO,2242,Abnormal intestine morphology
effect/phenotype|HPO|2244,effect/phenotype,HPO,2244,Abnormality of the small intestine
effect/phenotype|HPO|2245,effect/phenotype,HPO,2245,Meckel diverticulum
effect/phenotype|HPO|2246,effect/phenotype,HPO,2246,Abnormal duodenum morphology
effect/phenotype|HPO|2248,effect/phenotype,HPO,2248,Hematemesis
effect/phenotype|HPO|2249,effect/phenotype,HPO,2249,Melena
effect/phenotype|HPO|225,effect/phenotype,HPO,225,Gingival bleeding
effect/phenotype|HPO|2250,effect/phenotype,HPO,2250,Abnormal large intestine morphology
effect/phenotype|HPO|2251,effect/phenotype,HPO,2251,Aganglionic megacolon
effect/phenotype|HPO|2253,effect/phenotype,HPO,2253,Colonic diverticula
effect/phenotype|HPO|2254,effect/phenotype,HPO,2254,Intermittent diarrhea
effect/phenotype|HPO|2256,effect/phenotype,HPO,2256,Small bowel diverticula
effect/phenotype|HPO|2257,effect/phenotype,HPO,2257,Chronic rhinitis
effect/phenotype|HPO|2263,effect/phenotype,HPO,2263,Exaggerated cupid's bow
effect/phenotype|HPO|2265,effect/phenotype,HPO,2265,Large fleshy ears
effect/phenotype|HPO|2266,effect/phenotype,HPO,2266,Focal clonic seizure
effect/phenotype|HPO|2267,effect/phenotype,HPO,2267,Exaggerated startle response
effect/phenotype|HPO|2268,effect/phenotype,HPO,2268,Paroxysmal dystonia
effect/phenotype|HPO|2269,effect/phenotype,HPO,2269,Abnormality of neuronal migration
effect/phenotype|HPO|227,effect/phenotype,HPO,227,Tongue telangiectasia
effect/phenotype|HPO|2270,effect/phenotype,HPO,2270,Abnormality of the autonomic nervous system
effect/phenotype|HPO|2273,effect/phenotype,HPO,2273,Tetraparesis
effect/phenotype|HPO|2275,effect/phenotype,HPO,2275,Poor motor coordination
effect/phenotype|HPO|2277,effect/phenotype,HPO,2277,Horner syndrome
effect/phenotype|HPO|228,effect/phenotype,HPO,228,Oral cavity telangiectasia
effect/phenotype|HPO|2280,effect/phenotype,HPO,2280,Enlarged cisterna magna
effect/phenotype|HPO|2282,effect/phenotype,HPO,2282,Gray matter heterotopia
effect/phenotype|HPO|2283,effect/phenotype,HPO,2283,Global brain atrophy
effect/phenotype|HPO|2286,effect/phenotype,HPO,2286,Fair hair
effect/phenotype|HPO|2287,effect/phenotype,HPO,2287,Progressive alopecia
effect/phenotype|HPO|2289,effect/phenotype,HPO,2289,Alopecia universalis
effect/phenotype|HPO|2290,effect/phenotype,HPO,2290,Poliosis
effect/phenotype|HPO|2292,effect/phenotype,HPO,2292,Frontal balding
effect/phenotype|HPO|2293,effect/phenotype,HPO,2293,Alopecia of scalp
effect/phenotype|HPO|2296,effect/phenotype,HPO,2296,Progressive hypotrichosis
effect/phenotype|HPO|2297,effect/phenotype,HPO,2297,Red hair
effect/phenotype|HPO|2298,effect/phenotype,HPO,2298,Absent hair
effect/phenotype|HPO|2299,effect/phenotype,HPO,2299,Brittle hair
effect/phenotype|HPO|230,effect/phenotype,HPO,230,Gingivitis
effect/phenotype|HPO|2301,effect/phenotype,HPO,2301,Hemiplegia
effect/phenotype|HPO|2304,effect/phenotype,HPO,2304,Akinesia
effect/phenotype|HPO|2305,effect/phenotype,HPO,2305,Athetosis
effect/phenotype|HPO|2307,effect/phenotype,HPO,2307,Drooling
effect/phenotype|HPO|2308,effect/phenotype,HPO,2308,Arnold-Chiari malformation
effect/phenotype|HPO|2310,effect/phenotype,HPO,2310,Orofacial dyskinesia
effect/phenotype|HPO|2311,effect/phenotype,HPO,2311,Incoordination
effect/phenotype|HPO|2312,effect/phenotype,HPO,2312,Clumsiness
effect/phenotype|HPO|2313,effect/phenotype,HPO,2313,Spastic paraparesis
effect/phenotype|HPO|2314,effect/phenotype,HPO,2314,Degeneration of the lateral corticospinal tracts
effect/phenotype|HPO|2315,effect/phenotype,HPO,2315,Headache
effect/phenotype|HPO|2317,effect/phenotype,HPO,2317,Unsteady gait
effect/phenotype|HPO|2318,effect/phenotype,HPO,2318,Cervical myelopathy
effect/phenotype|HPO|232,effect/phenotype,HPO,232,Everted lower lip vermilion
effect/phenotype|HPO|2321,effect/phenotype,HPO,2321,Vertigo
effect/phenotype|HPO|2322,effect/phenotype,HPO,2322,Resting tremor
effect/phenotype|HPO|2323,effect/phenotype,HPO,2323,Anencephaly
effect/phenotype|HPO|2329,effect/phenotype,HPO,2329,Drowsiness
effect/phenotype|HPO|233,effect/phenotype,HPO,233,Thin vermilion border
effect/phenotype|HPO|2330,effect/phenotype,HPO,2330,Paroxysmal drowsiness
effect/phenotype|HPO|2331,effect/phenotype,HPO,2331,Recurrent paroxysmal headache
effect/phenotype|HPO|2332,effect/phenotype,HPO,2332,Lack of peer relationships
effect/phenotype|HPO|2333,effect/phenotype,HPO,2333,Motor deterioration
effect/phenotype|HPO|2334,effect/phenotype,HPO,2334,Abnormality of the cerebellar vermis
effect/phenotype|HPO|2335,effect/phenotype,HPO,2335,Agenesis of cerebellar vermis
effect/phenotype|HPO|2339,effect/phenotype,HPO,2339,Abnormal caudate nucleus morphology
effect/phenotype|HPO|234,effect/phenotype,HPO,234,Abnormality of the head
effect/phenotype|HPO|2340,effect/phenotype,HPO,2340,Caudate atrophy
effect/phenotype|HPO|2341,effect/phenotype,HPO,2341,Cervical cord compression
effect/phenotype|HPO|2342,effect/phenotype,HPO,2342,"Intellectual disability, moderate"
effect/phenotype|HPO|2343,effect/phenotype,HPO,2343,Normal pressure hydrocephalus
effect/phenotype|HPO|2344,effect/phenotype,HPO,2344,Progressive neurologic deterioration
effect/phenotype|HPO|2345,effect/phenotype,HPO,2345,Action tremor
effect/phenotype|HPO|2346,effect/phenotype,HPO,2346,Head tremor
effect/phenotype|HPO|2349,effect/phenotype,HPO,2349,Focal aware seizure
effect/phenotype|HPO|235,effect/phenotype,HPO,235,Abnormality of the fontanelles or cranial sutures
effect/phenotype|HPO|2350,effect/phenotype,HPO,2350,Cerebellar cyst
effect/phenotype|HPO|2352,effect/phenotype,HPO,2352,Leukoencephalopathy
effect/phenotype|HPO|2353,effect/phenotype,HPO,2353,EEG abnormality
effect/phenotype|HPO|2354,effect/phenotype,HPO,2354,Memory impairment
effect/phenotype|HPO|2355,effect/phenotype,HPO,2355,Difficulty walking
effect/phenotype|HPO|2356,effect/phenotype,HPO,2356,Writer's cramp
effect/phenotype|HPO|2357,effect/phenotype,HPO,2357,Dysphasia
effect/phenotype|HPO|2359,effect/phenotype,HPO,2359,Frequent falls
effect/phenotype|HPO|236,effect/phenotype,HPO,236,Abnormality of the anterior fontanelle
effect/phenotype|HPO|2360,effect/phenotype,HPO,2360,Sleep disturbance
effect/phenotype|HPO|2361,effect/phenotype,HPO,2361,Psychomotor deterioration
effect/phenotype|HPO|2362,effect/phenotype,HPO,2362,Shuffling gait
effect/phenotype|HPO|2363,effect/phenotype,HPO,2363,Abnormal brainstem morphology
effect/phenotype|HPO|2365,effect/phenotype,HPO,2365,Hypoplasia of the brainstem
effect/phenotype|HPO|2366,effect/phenotype,HPO,2366,Abnormal lower motor neuron morphology
effect/phenotype|HPO|2367,effect/phenotype,HPO,2367,Visual hallucinations
effect/phenotype|HPO|237,effect/phenotype,HPO,237,Small anterior fontanelle
effect/phenotype|HPO|2370,effect/phenotype,HPO,2370,Poor coordination
