node_key,node_type,source,node_id,name
disease|MONDO|1071,disease,MONDO,1071,intellectual disability
disease|MONDO|10710,disease,MONDO,10710,Pierre Robin syndrome-faciodigital anomaly syndrome
disease|MONDO|10711,disease,MONDO,10711,tarp syndrome
disease|MONDO|10712,disease,MONDO,10712,"panhypopituitarism, X-linked"
disease|MONDO|10713,disease,MONDO,10713,"properdin deficiency, X-linked"
disease|MONDO|10714,disease,MONDO,10714,Pelizaeus-Merzbacher disease
disease|MONDO|10716,disease,MONDO,10716,X-linked lethal multiple pterygium syndrome
disease|MONDO|10717,disease,MONDO,10717,pyruvate dehydrogenase E1-alpha deficiency
disease|MONDO|10718,disease,MONDO,10718,absent radius-anogenital anomalies syndrome
disease|MONDO|10719,disease,MONDO,10719,radiation sensitivity of natural killer activity
disease|MONDO|1072,disease,MONDO,1072,mild pre-eclampsia
disease|MONDO|10720,disease,MONDO,10720,partial androgen insensitivity syndrome
disease|MONDO|10721,disease,MONDO,10721,"reticuloendotheliosis, X-linked"
disease|MONDO|10722,disease,MONDO,10722,X-linked retinal dysplasia
disease|MONDO|10723,disease,MONDO,10723,retinitis pigmentosa 2
disease|MONDO|10725,disease,MONDO,10725,X-linked retinoschisis
disease|MONDO|10726,disease,MONDO,10726,Rett syndrome
disease|MONDO|10727,disease,MONDO,10727,"Russell-silver syndrome, X-linked"
disease|MONDO|10728,disease,MONDO,10728,SCARF syndrome
disease|MONDO|10729,disease,MONDO,10729,"X-linked intellectual disability, Schimke type"
disease|MONDO|1073,disease,MONDO,1073,idiopathic progressive polyneuropathy
disease|MONDO|10730,disease,MONDO,10730,"combined immunodeficiency, X-linked"
disease|MONDO|10731,disease,MONDO,10731,Simpson-Golabi-Behmel syndrome
disease|MONDO|10732,disease,MONDO,10732,spastic paraparesis-deafness syndrome
disease|MONDO|10733,disease,MONDO,10733,hereditary spastic paraplegia 2
disease|MONDO|10734,disease,MONDO,10734,"spatial visualization, aptitude for"
disease|MONDO|10735,disease,MONDO,10735,Kennedy disease
disease|MONDO|10736,disease,MONDO,10736,split hand-foot malformation 2
disease|MONDO|10737,disease,MONDO,10737,"spondyloepiphyseal dysplasia tarda, X-linked"
disease|MONDO|10738,disease,MONDO,10738,"spondylometaphyseal dysplasia, Golden type"
disease|MONDO|10739,disease,MONDO,10739,Taqi polymorphism
disease|MONDO|1074,disease,MONDO,1074,chronic tic disorder
disease|MONDO|10740,disease,MONDO,10740,"taurodontism, microdontia, and dens invaginatus"
disease|MONDO|10741,disease,MONDO,10741,"tooth agenesis, selective, X-linked, 1"
disease|MONDO|10742,disease,MONDO,10742,pentalogy of Cantrell
disease|MONDO|10743,disease,MONDO,10743,thrombocytopenia 1
disease|MONDO|10744,disease,MONDO,10744,thrombocytopenia with elevated serum IgA and renal disease
disease|MONDO|10745,disease,MONDO,10745,beta-thalassemia-X-linked thrombocytopenia syndrome
disease|MONDO|10746,disease,MONDO,10746,"thumbs, congenital Clasped"
disease|MONDO|10747,disease,MONDO,10747,X-linked dystonia-parkinsonism
disease|MONDO|10748,disease,MONDO,10748,torticollis-keloids-cryptorchidism-renal dysplasia syndrome
disease|MONDO|10749,disease,MONDO,10749,trigonocephaly-short stature-developmental delay syndrome
disease|MONDO|1075,disease,MONDO,1075,steatorrhea (disease)
disease|MONDO|10750,disease,MONDO,10750,ulnar hypoplasia-split foot syndrome
disease|MONDO|10751,disease,MONDO,10751,unique green phenomenon
disease|MONDO|10752,disease,MONDO,10752,"VACTERL association, X-linked, with or without hydrocephalus"
disease|MONDO|10753,disease,MONDO,10753,"cardiac valvular dysplasia, X-linked"
disease|MONDO|10754,disease,MONDO,10754,van den Bosch syndrome
disease|MONDO|10755,disease,MONDO,10755,"vesicoureteral reflux, X-linked"
disease|MONDO|10756,disease,MONDO,10756,"Von Willebrand disease, X-linked form"
disease|MONDO|10757,disease,MONDO,10757,widow's peak syndrome
disease|MONDO|10758,disease,MONDO,10758,"Wieacker-Wolff, X-linked recessive"
disease|MONDO|10759,disease,MONDO,10759,Wildervanck syndrome
disease|MONDO|1076,disease,MONDO,1076,glucose intolerance
disease|MONDO|10760,disease,MONDO,10760,XH antigen
disease|MONDO|10761,disease,MONDO,10761,retinitis pigmentosa Y-linked
disease|MONDO|10762,disease,MONDO,10762,"lymphoma, Hodgkin, Y-linked pseudoautosomal"
disease|MONDO|10763,disease,MONDO,10763,"spermatogenic failure, Y-linked, 1"
disease|MONDO|10764,disease,MONDO,10764,"deafness, Y-linked 1"
disease|MONDO|10765,disease,MONDO,10765,"46,XY complete gonadal dysgenesis"
disease|MONDO|10767,disease,MONDO,10767,"spermatogenic failure, Y-linked, 2"
disease|MONDO|10768,disease,MONDO,10768,gonadoblastoma
disease|MONDO|10769,disease,MONDO,10769,"hairy ears, Y-linked"
disease|MONDO|10770,disease,MONDO,10770,"ubiquitin-activating enzyme, Y-linked"
disease|MONDO|10771,disease,MONDO,10771,histiocytoid cardiomyopathy
disease|MONDO|10772,disease,MONDO,10772,Leber optic atrophy and dystonia
disease|MONDO|10773,disease,MONDO,10773,myopathy and diabetes mellitus
disease|MONDO|10774,disease,MONDO,10774,"striatonigral degeneration, infantile, mitochondrial"
disease|MONDO|10775,disease,MONDO,10775,retinitis pigmentosa-deafness syndrome
disease|MONDO|10776,disease,MONDO,10776,"hypomagnesemia, hypertension, and hypercholesterolemia, mitochondrial"
disease|MONDO|10777,disease,MONDO,10777,"cardiomyopathy, infantile hypertrophic"
disease|MONDO|10778,disease,MONDO,10778,cyclic vomiting syndrome
disease|MONDO|10779,disease,MONDO,10779,mitochondrial non-syndromic sensorineural deafness
disease|MONDO|1078,disease,MONDO,1078,tropical sprue
disease|MONDO|10780,disease,MONDO,10780,mitochondrial myopathy with reversible cytochrome C oxidase deficiency
disease|MONDO|10781,disease,MONDO,10781,"ataxia and polyneuropathy, adult-onset"
disease|MONDO|10782,disease,MONDO,10782,"myopathy, lactic acidosis, and sideroblastic anemia 3"
disease|MONDO|10783,disease,MONDO,10783,"Alzheimer disease, susceptibility to, mitochondrial"
disease|MONDO|10784,disease,MONDO,10784,chloramphenicol toxicity
disease|MONDO|10785,disease,MONDO,10785,maternally-inherited diabetes and deafness
disease|MONDO|10786,disease,MONDO,10786,chronic diarrhea with villous atrophy
disease|MONDO|10787,disease,MONDO,10787,Kearns-Sayre syndrome
disease|MONDO|10788,disease,MONDO,10788,Leber hereditary optic neuropathy
disease|MONDO|10789,disease,MONDO,10789,MELAS syndrome
disease|MONDO|1079,disease,MONDO,1079,pancreatic steatorrhea
disease|MONDO|10790,disease,MONDO,10790,MERRF syndrome
disease|MONDO|10791,disease,MONDO,10791,"myoglobinuria, recurrent"
disease|MONDO|10792,disease,MONDO,10792,lethal infantile mitochondrial myopathy
disease|MONDO|10793,disease,MONDO,10793,"nephropathy, chronic tubulointerstitial"
disease|MONDO|10794,disease,MONDO,10794,NARP syndrome
disease|MONDO|10795,disease,MONDO,10795,oncocytic neoplasm
disease|MONDO|10796,disease,MONDO,10796,"Parkinson disease, mitochondrial"
disease|MONDO|10797,disease,MONDO,10797,Pearson syndrome
disease|MONDO|10798,disease,MONDO,10798,proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome
disease|MONDO|10799,disease,MONDO,10799,aminoglycoside-induced deafness
disease|MONDO|108,disease,MONDO,108,"bacteremia, susceptibility"
disease|MONDO|1080,disease,MONDO,1080,acute gonococcal cervicitis
disease|MONDO|10800,disease,MONDO,10800,"Wolfram syndrome, mitochondrial form"
disease|MONDO|10801,disease,MONDO,10801,spondylocamptodactyly syndrome
disease|MONDO|10802,disease,MONDO,10802,pancreatic hypoplasia-diabetes-congenital heart disease syndrome
disease|MONDO|10803,disease,MONDO,10803,Eiken syndrome
disease|MONDO|10805,disease,MONDO,10805,bladder exstrophy (disease)
disease|MONDO|10806,disease,MONDO,10806,retinitis pigmentosa 13
disease|MONDO|10807,disease,MONDO,10807,autosomal recessive nonsyndromic deafness 2
disease|MONDO|10808,disease,MONDO,10808,fatal familial insomnia
disease|MONDO|10809,disease,MONDO,10809,familial chronic myelocytic leukemia-like syndrome
disease|MONDO|1081,disease,MONDO,1081,acute cervicitis
disease|MONDO|10810,disease,MONDO,10810,"vitamin D hydroxylation-deficient rickets, type 1B"
disease|MONDO|10811,disease,MONDO,10811,benign prostatic hyperplasia (disease)
disease|MONDO|10812,disease,MONDO,10812,"macrocytosis, familial"
disease|MONDO|10813,disease,MONDO,10813,pancreatic beta cell agenesis with neonatal diabetes mellitus
disease|MONDO|10814,disease,MONDO,10814,chondrodysplasia-pseudohermaphroditism syndrome
disease|MONDO|10815,disease,MONDO,10815,spondyloepiphyseal dysplasia tarda with characteristic facies
disease|MONDO|10816,disease,MONDO,10816,Qazi Markouizos syndrome
disease|MONDO|10817,disease,MONDO,10817,autosomal dominant nonsyndromic deafness 2A
disease|MONDO|10818,disease,MONDO,10818,retinitis pigmentosa 12
disease|MONDO|10819,disease,MONDO,10819,Stargardt disease 3
disease|MONDO|1082,disease,MONDO,1082,lymph node cancer
disease|MONDO|10820,disease,MONDO,10820,autosomal recessive juvenile Parkinson disease 2
disease|MONDO|10821,disease,MONDO,10821,familial developmental dysphasia
disease|MONDO|10822,disease,MONDO,10822,Warburg micro syndrome 1
disease|MONDO|10823,disease,MONDO,10823,rhizomelic chondrodysplasia punctata type 3
disease|MONDO|10824,disease,MONDO,10824,disorder of sex development-intellectual disability syndrome
disease|MONDO|10825,disease,MONDO,10825,atrioventricular defect-blepharophimosis-radial and anal defect syndrome
disease|MONDO|10826,disease,MONDO,10826,childhood absence epilepsy
disease|MONDO|10827,disease,MONDO,10827,retinitis pigmentosa 14
disease|MONDO|10828,disease,MONDO,10828,retinitis pigmentosa 11
disease|MONDO|10829,disease,MONDO,10829,CARASIL syndrome
disease|MONDO|1083,disease,MONDO,1083,Fanconi renotubular syndrome
disease|MONDO|10830,disease,MONDO,10830,neuronal ceroid lipofuscinosis 8
disease|MONDO|10831,disease,MONDO,10831,familial caudal dysgenesis
disease|MONDO|10832,disease,MONDO,10832,Bardet-Biedl syndrome 3
disease|MONDO|10833,disease,MONDO,10833,"Hirschsprung disease, susceptibility to, 2"
disease|MONDO|10834,disease,MONDO,10834,"hirschsprung disease, susceptibility to, 5"
disease|MONDO|10835,disease,MONDO,10835,pterygium colli-intellectual disability-digital anomalies syndrome
disease|MONDO|10836,disease,MONDO,10836,nanophthalmos 1
disease|MONDO|10837,disease,MONDO,10837,primary hyperparathyroidism (disease)
disease|MONDO|10838,disease,MONDO,10838,gonadal agenesis
disease|MONDO|10839,disease,MONDO,10839,autosomal dominant congenital benign spinal muscular atrophy
disease|MONDO|1084,disease,MONDO,1084,primary optic atrophy
disease|MONDO|10840,disease,MONDO,10840,pachygyria-intellectual disability-epilepsy syndrome
disease|MONDO|10841,disease,MONDO,10841,Waardenburg syndrome type 2B
disease|MONDO|10842,disease,MONDO,10842,multiple cutaneous and mucosal venous malformations
disease|MONDO|10843,disease,MONDO,10843,"dyslexia, susceptibility to, 2"
disease|MONDO|10844,disease,MONDO,10844,"epiphyseal dysplasia, multiple, 2"
disease|MONDO|10846,disease,MONDO,10846,"exostoses, multiple, type III"
disease|MONDO|10847,disease,MONDO,10847,spinocerebellar ataxia type 4
disease|MONDO|10848,disease,MONDO,10848,spinocerebellar ataxia type 5
disease|MONDO|10849,disease,MONDO,10849,"palmoplantar keratoderma, Bothnian type"
disease|MONDO|1085,disease,MONDO,1085,interstitial nephritis
disease|MONDO|10850,disease,MONDO,10850,Tessier number 4 facial cleft
disease|MONDO|10851,disease,MONDO,10851,Lowry-MacLean syndrome
disease|MONDO|10852,disease,MONDO,10852,chromosome 8Q12.1-q21.2 deletion syndrome
disease|MONDO|10853,disease,MONDO,10853,"Helicobacter pylori infection, susceptibility to"
disease|MONDO|10854,disease,MONDO,10854,Toriello-Lacassie-Droste syndrome
disease|MONDO|10855,disease,MONDO,10855,short tarsus-absence of lower eyelashes syndrome
disease|MONDO|10856,disease,MONDO,10856,autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis
disease|MONDO|10857,disease,MONDO,10857,semantic dementia
disease|MONDO|10858,disease,MONDO,10858,macrocephaly-spastic paraplegia-dysmorphism syndrome
disease|MONDO|10859,disease,MONDO,10859,atrioventricular septal defect 3
disease|MONDO|1086,disease,MONDO,1086,partial optic atrophy
disease|MONDO|10860,disease,MONDO,10860,autosomal recessive nonsyndromic deafness 3
disease|MONDO|10861,disease,MONDO,10861,type 1 diabetes mellitus 3
disease|MONDO|10862,disease,MONDO,10862,type 1 diabetes mellitus 4
disease|MONDO|10863,disease,MONDO,10863,type 1 diabetes mellitus 5
disease|MONDO|10864,disease,MONDO,10864,type 1 diabetes mellitus 7
disease|MONDO|10865,disease,MONDO,10865,pseudoaminopterin syndrome
disease|MONDO|10866,disease,MONDO,10866,infantile osteopetrosis with neuroaxonal dysplasia
disease|MONDO|10867,disease,MONDO,10867,PARC syndrome
disease|MONDO|10868,disease,MONDO,10868,rippling muscle disease 1
disease|MONDO|10869,disease,MONDO,10869,motor neuron disease with dementia and ophthalmoplegia
disease|MONDO|1087,disease,MONDO,1087,schizotypal personality disorder
disease|MONDO|10870,disease,MONDO,10870,tibial muscular dystrophy
disease|MONDO|10871,disease,MONDO,10871,succinic acidemia
disease|MONDO|10872,disease,MONDO,10872,"parotid salivary glands, polycystic dysgenetic disease of"
disease|MONDO|10873,disease,MONDO,10873,band heterotopia of brain
disease|MONDO|10874,disease,MONDO,10874,"enteropathy, familial, with villous edema and immunoglobulin G2 deficiency"
disease|MONDO|10875,disease,MONDO,10875,"pachydermodactyly, familial"
disease|MONDO|10876,disease,MONDO,10876,recessive aplasia cutis congenita of limbs
disease|MONDO|10877,disease,MONDO,10877,Charcot-Marie-Tooth disease type 5
disease|MONDO|10878,disease,MONDO,10878,hereditary spastic paraplegia 6
disease|MONDO|10879,disease,MONDO,10879,CODAS syndrome
disease|MONDO|1088,disease,MONDO,1088,acute inferoposterior infarction
disease|MONDO|10880,disease,MONDO,10880,"telangiectasia, hereditary hemorrhagic, type 2"
disease|MONDO|10881,disease,MONDO,10881,mesomelia-synostoses syndrome
disease|MONDO|10882,disease,MONDO,10882,aphalangy-syndactyly-microcephaly syndrome
disease|MONDO|10883,disease,MONDO,10883,pectus excavatum-macrocephaly-dysplastic nails syndrome
disease|MONDO|10884,disease,MONDO,10884,"muscular dystrophy, scapulohumeral"
disease|MONDO|10885,disease,MONDO,10885,angiokeratoma corporis diffusum with arteriovenous fistulas
disease|MONDO|10886,disease,MONDO,10886,2q37 microdeletion syndrome
disease|MONDO|10887,disease,MONDO,10887,isolated anterior cervical hypertrichosis
disease|MONDO|10888,disease,MONDO,10888,endometriosis of uterus
disease|MONDO|10889,disease,MONDO,10889,arterial dissection-lentiginosis syndrome
disease|MONDO|1089,disease,MONDO,1089,acute inferolateral myocardial infarction
disease|MONDO|10890,disease,MONDO,10890,acrocardiofacial syndrome
disease|MONDO|10891,disease,MONDO,10891,lethal hemolytic anemia-genital anomalies syndrome
disease|MONDO|10893,disease,MONDO,10893,"malignant hyperthermia, susceptibility to, 4"
disease|MONDO|10894,disease,MONDO,10894,maturity-onset diabetes of the young type 3
disease|MONDO|10895,disease,MONDO,10895,ABCD syndrome
disease|MONDO|10896,disease,MONDO,10896,pigment dispersion syndrome
disease|MONDO|10897,disease,MONDO,10897,schizophrenia 3
disease|MONDO|10898,disease,MONDO,10898,Autosomal dominant epilepsy with auditory features
disease|MONDO|10899,disease,MONDO,10899,autosomal dominant nocturnal frontal lobe epilepsy 1
disease|MONDO|1090,disease,MONDO,1090,acute anterolateral myocardial infarction
disease|MONDO|10900,disease,MONDO,10900,intrauterine growth retardation with increased mitomycin c sensitivity
disease|MONDO|10901,disease,MONDO,10901,HEC syndrome
disease|MONDO|10902,disease,MONDO,10902,"spondyloepiphyseal dysplasia, Reardon type"
disease|MONDO|10903,disease,MONDO,10903,"craniosynostosis, Adelaide type"
disease|MONDO|10904,disease,MONDO,10904,"setting-Sun phenomenon, familial benign"
disease|MONDO|10905,disease,MONDO,10905,cone-rod dystrophy 1
disease|MONDO|10906,disease,MONDO,10906,orofacial cleft 11
disease|MONDO|10907,disease,MONDO,10907,familial hypertryptophanemia
disease|MONDO|10908,disease,MONDO,10908,loose anagen syndrome
disease|MONDO|10909,disease,MONDO,10909,UV-sensitive syndrome 1
disease|MONDO|1091,disease,MONDO,1091,lipoma of colon
disease|MONDO|10910,disease,MONDO,10910,"enuresis, nocturnal, 1"
disease|MONDO|10911,disease,MONDO,10911,prolactin-producing pituitary gland adenoma
disease|MONDO|10912,disease,MONDO,10912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement"
disease|MONDO|10913,disease,MONDO,10913,Caroli disease
disease|MONDO|10914,disease,MONDO,10914,"carnitine palmitoyl transferase II deficiency, severe infantile form"
disease|MONDO|10915,disease,MONDO,10915,autosomal dominant nonsyndromic deafness 4A
disease|MONDO|10916,disease,MONDO,10916,polycystic kidney disease 3 with or without polycystic liver disease
disease|MONDO|10917,disease,MONDO,10917,chondrocalcinosis 1
disease|MONDO|10918,disease,MONDO,10918,EIG1
disease|MONDO|10919,disease,MONDO,10919,"varicella, severe recurrent"
disease|MONDO|1092,disease,MONDO,1092,colon leiomyoma
disease|MONDO|10920,disease,MONDO,10920,microtia
disease|MONDO|10921,disease,MONDO,10921,nasal dermoid cyst
disease|MONDO|10922,disease,MONDO,10922,Satoyoshi syndrome
disease|MONDO|10923,disease,MONDO,10923,proximal myopathy with focal depletion of mitochondria
disease|MONDO|10924,disease,MONDO,10924,D-2-hydroxyglutaric aciduria
disease|MONDO|10925,disease,MONDO,10925,velo-facial-skeletal syndrome
disease|MONDO|10926,disease,MONDO,10926,familial hypocalciuric hypercalcemia 3
disease|MONDO|10927,disease,MONDO,10927,orofacial cleft 3
disease|MONDO|10928,disease,MONDO,10928,"dwarfism, familial, with muscle spasms"
disease|MONDO|10929,disease,MONDO,10929,craniosynostosis 4
disease|MONDO|1093,disease,MONDO,1093,colonic lymphangioma
disease|MONDO|10930,disease,MONDO,10930,anophthalmia plus syndrome
disease|MONDO|10931,disease,MONDO,10931,"vitamin D-dependent rickets, type 2B"
disease|MONDO|10932,disease,MONDO,10932,progressive bifocal chorioretinal atrophy
disease|MONDO|10933,disease,MONDO,10933,autosomal recessive nonsyndromic deafness 4
disease|MONDO|10936,disease,MONDO,10936,frontotemporal dementia and/or amyotrophic lateral sclerosis 7
disease|MONDO|10937,disease,MONDO,10937,isoproterenol-mediated vasodilatation
disease|MONDO|10938,disease,MONDO,10938,T-B+ severe combined immunodeficiency due to JAK3 deficiency
disease|MONDO|10939,disease,MONDO,10939,low phospholipid associated cholelithiasis
disease|MONDO|1094,disease,MONDO,1094,residual stage of open angle glaucoma
disease|MONDO|10940,disease,MONDO,10940,inherited susceptibility to asthma
disease|MONDO|10941,disease,MONDO,10941,"nocturnal enuresis, 2"
disease|MONDO|10943,disease,MONDO,10943,schizophrenia 4
disease|MONDO|10944,disease,MONDO,10944,mitochondrial import-stimulating factor
disease|MONDO|10945,disease,MONDO,10945,retinitis pigmentosa 17
disease|MONDO|10946,disease,MONDO,10946,hypertrophic cardiomyopathy 6
disease|MONDO|10947,disease,MONDO,10947,Budd-Chiari syndrome
disease|MONDO|10948,disease,MONDO,10948,cataract 10 multiple types
disease|MONDO|10949,disease,MONDO,10949,Charcot-Marie-Tooth disease type 2B
disease|MONDO|1095,disease,MONDO,1095,mediastinum neuroblastoma
disease|MONDO|10950,disease,MONDO,10950,type 1 diabetes mellitus 8
disease|MONDO|10951,disease,MONDO,10951,dilated cardiomyopathy 1B
disease|MONDO|10952,disease,MONDO,10952,hereditary hyperferritinemia with congenital cataracts
disease|MONDO|10953,disease,MONDO,10953,Fanconi anemia complementation group E
disease|MONDO|10954,disease,MONDO,10954,"Wiskott-Aldrich syndrome, autosomal dominant form"
disease|MONDO|10955,disease,MONDO,10955,ectodermal dysplasia with intellectual disability and syndactyly
disease|MONDO|10956,disease,MONDO,10956,"enamel hypoplasia, cataracts, and aqueductal stenosis"
disease|MONDO|10957,disease,MONDO,10957,"agonadism, 46,XY, with intellectual disability, short stature, retarded bone age, and multiple extragenital malformations"
disease|MONDO|10958,disease,MONDO,10958,"cardiac arrhythmia, ankyrin-B-related"
disease|MONDO|10959,disease,MONDO,10959,van den Ende-Gupta syndrome
disease|MONDO|1096,disease,MONDO,1096,mediastinum ganglioneuroblastoma
disease|MONDO|10960,disease,MONDO,10960,protocadherin 3
disease|MONDO|10961,disease,MONDO,10961,obesity due to prohormone convertase I deficiency
disease|MONDO|10962,disease,MONDO,10962,diffuse nonepidermolytic palmoplantar keratoderma
disease|MONDO|10963,disease,MONDO,10963,autosomal dominant nonsyndromic deafness 6
disease|MONDO|10964,disease,MONDO,10964,"epiphyseal dysplasia, multiple, 3"
disease|MONDO|10965,disease,MONDO,10965,autosomal recessive nonsyndromic deafness 6
disease|MONDO|10966,disease,MONDO,10966,achondrogenesis type IB
disease|MONDO|10967,disease,MONDO,10967,autosomal recessive nonsyndromic deafness 7
disease|MONDO|10968,disease,MONDO,10968,"glaucoma 3, primary infantile, B"
disease|MONDO|10969,disease,MONDO,10969,cone-rod dystrophy 5
disease|MONDO|10970,disease,MONDO,10970,"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies"
disease|MONDO|10971,disease,MONDO,10971,infundibulopelvic stenosis-multicystic kidney syndrome
disease|MONDO|10972,disease,MONDO,10972,hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome
disease|MONDO|10973,disease,MONDO,10973,autosomal dominant nonsyndromic deafness 5
disease|MONDO|10974,disease,MONDO,10974,"nephrotic syndrome, type 2"
disease|MONDO|10975,disease,MONDO,10975,arrhythmogenic right ventricular dysplasia 2
disease|MONDO|10976,disease,MONDO,10976,KRT14-related epidermolysis bullosa simplex
disease|MONDO|10977,disease,MONDO,10977,Brody myopathy
disease|MONDO|10978,disease,MONDO,10978,"portal vein, cavernous transformation of"
disease|MONDO|10979,disease,MONDO,10979,Timothy syndrome
disease|MONDO|1098,disease,MONDO,1098,separation anxiety disorder
disease|MONDO|10980,disease,MONDO,10980,"midline malformations, multiple, with limb abnormalities and hypopituitarism"
disease|MONDO|10981,disease,MONDO,10981,absent tibia-polydactyly-arachnoid cyst syndrome
disease|MONDO|10982,disease,MONDO,10982,ichthyosis-intellectual disability syndrome with large keratohyalin granules in the skin
disease|MONDO|10983,disease,MONDO,10983,dystonia 9
disease|MONDO|10984,disease,MONDO,10984,Usher syndrome type 1D
disease|MONDO|10985,disease,MONDO,10985,"epilepsy, familial adult myoclonic, 1"
disease|MONDO|10986,disease,MONDO,10986,autosomal recessive nonsyndromic deafness 9
disease|MONDO|10987,disease,MONDO,10987,autosomal recessive nonsyndromic deafness 8
disease|MONDO|10988,disease,MONDO,10988,aplasia cutis-myopia syndrome
disease|MONDO|10989,disease,MONDO,10989,Mayer-Rokitansky-Küster-Hauser syndrome type 2
disease|MONDO|1099,disease,MONDO,1099,lactocele
disease|MONDO|10990,disease,MONDO,10990,Cd4/CD8 T-cell ratio
disease|MONDO|10991,disease,MONDO,10991,"laterality defects, autosomal dominant"
disease|MONDO|10992,disease,MONDO,10992,Ayme-Gripp syndrome
disease|MONDO|10993,disease,MONDO,10993,Harrod syndrome
disease|MONDO|10994,disease,MONDO,10994,"micromelic dwarfism, Fryns type"
disease|MONDO|10995,disease,MONDO,10995,Charcot-Marie-Tooth disease type 1C
disease|MONDO|10996,disease,MONDO,10996,hereditary hemorrhagic telangiectasia type 3
disease|MONDO|10997,disease,MONDO,10997,"supranuclear palsy, progressive, 1"
disease|MONDO|10998,disease,MONDO,10998,ALG3-CDG
disease|MONDO|10999,disease,MONDO,10999,fallot complex-intellectual disability-growth delay syndrome
disease|MONDO|110,disease,MONDO,110,bifid nose
disease|MONDO|1100,disease,MONDO,1100,hypertrophy of breast
disease|MONDO|11000,disease,MONDO,11000,guanylate cyclase 2E
disease|MONDO|11001,disease,MONDO,11001,Brugada syndrome 1
disease|MONDO|11002,disease,MONDO,11002,"neuropathy, hereditary motor and sensory, type 6A"
disease|MONDO|11003,disease,MONDO,11003,dilated cardiomyopathy 1E
disease|MONDO|11004,disease,MONDO,11004,lissencephaly type 3-metacarpal bone dysplasia syndrome
disease|MONDO|11005,disease,MONDO,11005,trisomy 18-like syndrome
disease|MONDO|11006,disease,MONDO,11006,hereditary spastic paraplegia 9A
disease|MONDO|11007,disease,MONDO,11007,diaphragmatic defect-limb deficiency-skull defect syndrome
disease|MONDO|11008,disease,MONDO,11008,cleft lip/palate-intestinal malrotation-cardiopathy syndrome
disease|MONDO|11009,disease,MONDO,11009,"muscular dystrophy, congenital, with severe central nervous system atrophy and absence of large myelinated fibers"
disease|MONDO|1101,disease,MONDO,1101,fat necrosis of breast
disease|MONDO|11010,disease,MONDO,11010,Matthew-Wood syndrome
disease|MONDO|11011,disease,MONDO,11011,skeletal dysplasia-epilepsy-short stature syndrome
disease|MONDO|11012,disease,MONDO,11012,African iron overload
disease|MONDO|11013,disease,MONDO,11013,autosomal dominant hypocalcemia 1
disease|MONDO|11014,disease,MONDO,11014,pleuropulmonary blastoma
disease|MONDO|11015,disease,MONDO,11015,cataract 24
disease|MONDO|11016,disease,MONDO,11016,type 1 diabetes mellitus 11
disease|MONDO|11017,disease,MONDO,11017,Naxos disease
disease|MONDO|11018,disease,MONDO,11018,brachyolmia-amelogenesis imperfecta syndrome
disease|MONDO|11019,disease,MONDO,11019,alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
disease|MONDO|11020,disease,MONDO,11020,osteoporosis-oculocutaneous hypopigmentation syndrome
disease|MONDO|11021,disease,MONDO,11021,"neuronal intestinal dysplasia, type B"
disease|MONDO|11022,disease,MONDO,11022,Potocki-Shaffer syndrome
disease|MONDO|11023,disease,MONDO,11023,hereditary mixed polyposis syndrome
disease|MONDO|11024,disease,MONDO,11024,"dermatitis herpetiformis, familial"
disease|MONDO|11025,disease,MONDO,11025,Cayman type cerebellar ataxia
disease|MONDO|11026,disease,MONDO,11026,autosomal recessive congenital ichthyosis 4A
disease|MONDO|11027,disease,MONDO,11027,"diabetes mellitus, noninsulin-dependent, 1"
disease|MONDO|11028,disease,MONDO,11028,autosomal recessive limb-girdle muscular dystrophy type 2F
disease|MONDO|11029,disease,MONDO,11029,myeloid tumor suppressor
disease|MONDO|1103,disease,MONDO,1103,giardiasis
disease|MONDO|11030,disease,MONDO,11030,"epithelial basolateral chloride conductance regulator, rabbit, homolog of"
disease|MONDO|11031,disease,MONDO,11031,autosomal dominant nonsyndromic deafness 10
disease|MONDO|11032,disease,MONDO,11032,autosomal dominant nonsyndromic deafness 11
disease|MONDO|11033,disease,MONDO,11033,type 1 diabetes mellitus 13
disease|MONDO|11034,disease,MONDO,11034,odontomicronychial dysplasia
disease|MONDO|11035,disease,MONDO,11035,neurofibromatosis-Noonan syndrome
disease|MONDO|11036,disease,MONDO,11036,porencephaly-cerebellar hypoplasia-internal malformations syndrome
disease|MONDO|11037,disease,MONDO,11037,"renal dysplasia, cystic, susceptibility to"
disease|MONDO|11038,disease,MONDO,11038,cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
disease|MONDO|11039,disease,MONDO,11039,"atrophia maculosa varioliformis cutis, familial"
disease|MONDO|1104,disease,MONDO,1104,toxic diffuse goiter
disease|MONDO|11040,disease,MONDO,11040,"spinal dysplasia, Anhalt type"
disease|MONDO|11041,disease,MONDO,11041,"ectodermal dysplasia with natal teeth, Turnpenny type"
disease|MONDO|11042,disease,MONDO,11042,Martinez-Frias syndrome
